issue_id,issue_type,status,priority,assignee_id,assignee_name,assignee_email,created_at,resolved_at,resolution_hours,sla_expected_hours,is_sla_met
JIRA-0815,Bug,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-03-26 12:47:14+00:00,2025-03-27 22:47:14+00:00,34.0,72,True
JIRA-0816,Task,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-04-19 17:49:12+00:00,2025-04-23 01:49:12+00:00,25.0,72,True
JIRA-0817,Story,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-03-01 09:21:43+00:00,2025-03-03 04:21:43+00:00,0.0,120,True
JIRA-0819,Task,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-02 16:39:19+00:00,2026-01-03 16:39:19+00:00,8.0,24,True
JIRA-0820,Story,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-08-15 00:37:03+00:00,2025-08-16 05:37:03+00:00,24.0,72,True
JIRA-0822,Task,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-05-09 19:32:52+00:00,2025-05-16 06:32:52+00:00,107.0,120,True
JIRA-0824,Task,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-14 18:18:30+00:00,2026-01-15 05:18:30+00:00,11.0,24,True
JIRA-0825,Task,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-06-10 14:32:53+00:00,2025-06-13 20:32:53+00:00,78.0,72,False
JIRA-0826,Bug,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-02-06 01:39:25+00:00,2025-02-06 18:39:25+00:00,17.0,72,True
JIRA-0827,Story,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-08-01 10:19:19+00:00,2025-08-05 05:19:19+00:00,43.0,120,True
JIRA-0829,Task,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-03-02 10:59:44+00:00,2025-03-08 22:59:44+00:00,72.0,120,True
JIRA-0830,Task,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-10-02 02:29:44+00:00,2025-10-03 08:29:44+00:00,30.0,24,False
JIRA-0831,Task,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-01-06 02:59:23+00:00,2025-01-09 06:59:23+00:00,76.0,72,False
JIRA-0832,Bug,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-08-07 02:40:07+00:00,2025-08-07 12:40:07+00:00,10.0,24,True
JIRA-0833,Task,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-04-02 21:50:06+00:00,2025-04-03 22:50:06+00:00,25.0,24,False
JIRA-0834,Bug,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2026-01-10 00:07:15+00:00,2026-01-13 01:07:15+00:00,25.0,72,True
JIRA-0838,Story,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-11-11 22:15:12+00:00,2025-11-15 14:15:12+00:00,74.0,72,False
JIRA-0839,Task,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-08-09 03:58:37+00:00,2025-08-09 09:58:37+00:00,0.0,24,True
JIRA-0840,Task,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-10 02:56:59+00:00,2026-01-12 21:56:59+00:00,21.0,120,True
JIRA-0842,Story,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-09-24 03:51:19+00:00,2025-09-29 23:51:19+00:00,92.0,120,True
JIRA-0843,Bug,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-10-27 09:31:49+00:00,2025-10-27 17:31:49+00:00,8.0,24,True
JIRA-0844,Bug,Done,High,u004,Francinne,francinne@fasttrack.com,2026-01-27 17:56:34+00:00,2026-01-28 18:56:34+00:00,25.0,24,False
JIRA-0846,Bug,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-26 22:44:11+00:00,2026-01-28 02:44:11+00:00,28.0,24,False
JIRA-0847,Story,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-01-01 22:22:24+00:00,2025-01-05 21:22:24+00:00,48.0,72,True
JIRA-0848,Bug,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-02-03 17:44:53+00:00,2025-02-07 00:44:53+00:00,79.0,72,False
JIRA-0849,Story,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-10-24 02:45:48+00:00,2025-10-26 10:45:48+00:00,22.0,72,True
JIRA-0850,Task,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-11-27 11:41:50+00:00,2025-11-29 21:41:50+00:00,37.0,120,True
JIRA-0851,Story,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-03-07 02:28:22+00:00,2025-03-07 15:28:22+00:00,13.0,24,True
JIRA-0852,Story,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-01-05 05:57:28+00:00,2025-01-05 17:57:28+00:00,0.0,72,True
JIRA-0853,Story,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-10-19 07:03:49+00:00,2025-10-20 07:03:49+00:00,7.0,24,True
JIRA-0854,Story,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-03-24 18:51:18+00:00,2025-03-26 01:51:18+00:00,31.0,72,True
JIRA-0855,Task,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-11-25 23:45:34+00:00,2025-11-30 20:45:34+00:00,73.0,120,True
JIRA-0856,Story,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-06-08 05:07:30+00:00,2025-06-13 14:07:30+00:00,110.0,120,True
JIRA-0858,Story,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-11-06 05:40:35+00:00,2025-11-08 16:40:35+00:00,43.0,120,True
JIRA-0859,Story,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-05-06 16:04:46+00:00,2025-05-06 23:04:46+00:00,7.0,24,True
JIRA-0860,Story,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-02-10 10:20:04+00:00,2025-02-11 18:20:04+00:00,32.0,72,True
JIRA-0861,Task,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-04-23 21:07:06+00:00,2025-04-24 16:07:06+00:00,19.0,24,True
JIRA-0864,Task,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-02-14 15:11:18+00:00,2025-02-17 11:11:18+00:00,20.0,120,True
JIRA-0865,Story,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-08-11 03:32:52+00:00,2025-08-11 13:32:52+00:00,10.0,24,True
JIRA-0866,Task,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-06-29 22:39:35+00:00,2025-07-02 17:39:35+00:00,65.0,120,True
JIRA-0867,Task,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-05-03 06:58:59+00:00,2025-05-03 12:58:59+00:00,0.0,24,True
JIRA-0868,Story,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-11-11 22:09:13+00:00,2025-11-15 13:09:13+00:00,74.0,72,False
JIRA-0869,Task,Resolved,High,u005,Adyna,adyna@fasttrack.com,2025-02-23 07:07:00+00:00,2025-02-23 13:07:00+00:00,0.0,24,True
JIRA-0870,Bug,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-09-28 08:57:56+00:00,2025-10-03 00:57:56+00:00,96.0,120,True
JIRA-0871,Bug,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-12-20 05:19:20+00:00,2025-12-25 12:19:20+00:00,72.0,120,True
JIRA-0873,Task,Done,High,u005,Adyna,adyna@fasttrack.com,2025-09-22 01:25:24+00:00,2025-09-22 08:25:24+00:00,7.0,24,True
JIRA-0874,Story,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-07-14 06:58:31+00:00,2025-07-19 23:58:31+00:00,114.0,120,True
JIRA-0875,Story,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-09-21 19:44:07+00:00,2025-09-24 17:44:07+00:00,65.0,72,True
JIRA-0876,Story,Done,High,u004,Francinne,francinne@fasttrack.com,2025-07-20 06:06:31+00:00,2025-07-20 12:06:31+00:00,0.0,24,True
JIRA-0877,Task,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-06-28 14:12:30+00:00,2025-06-29 19:12:30+00:00,0.0,24,True
JIRA-0878,Task,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-01-08 13:15:12+00:00,2025-01-10 10:15:12+00:00,45.0,72,True
JIRA-0879,Bug,Done,High,u005,Adyna,adyna@fasttrack.com,2025-09-23 15:12:33+00:00,2025-09-23 21:12:33+00:00,6.0,24,True
JIRA-0880,Bug,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-06-19 18:22:04+00:00,2025-06-23 07:22:04+00:00,31.0,72,True
JIRA-0881,Bug,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-05-28 16:58:44+00:00,2025-06-03 23:58:44+00:00,103.0,120,True
JIRA-0882,Bug,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-07-26 03:30:53+00:00,2025-07-29 07:30:53+00:00,31.0,120,True
JIRA-0883,Bug,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-10-04 12:49:52+00:00,2025-10-04 20:49:52+00:00,0.0,24,True
JIRA-0884,Story,Resolved,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-18 15:56:19+00:00,2026-01-19 14:56:19+00:00,14.0,24,True
JIRA-0885,Task,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-10-16 07:36:17+00:00,2025-10-17 06:36:17+00:00,23.0,24,True
JIRA-0886,Task,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2026-01-17 05:16:29+00:00,2026-01-20 03:16:29+00:00,27.0,120,True
JIRA-0887,Task,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-04-10 14:40:40+00:00,2025-04-11 08:40:40+00:00,18.0,72,True
JIRA-0888,Task,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-01-26 07:00:42+00:00,2025-01-29 11:00:42+00:00,59.0,72,True
JIRA-0889,Task,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-12-22 02:45:06+00:00,2025-12-24 08:45:06+00:00,54.0,120,True
JIRA-0890,Story,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-01-10 04:20:25+00:00,2025-01-11 18:20:25+00:00,20.0,72,True
JIRA-0891,Task,Done,High,u005,Adyna,adyna@fasttrack.com,2025-07-21 17:10:23+00:00,2025-07-22 02:10:23+00:00,9.0,24,True
JIRA-0892,Task,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-09-24 11:46:53+00:00,2025-09-25 02:46:53+00:00,15.0,24,True
JIRA-0893,Task,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-10-17 04:21:16+00:00,2025-10-19 14:21:16+00:00,20.0,72,True
JIRA-0895,Story,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-07-29 16:12:57+00:00,2025-07-30 21:12:57+00:00,29.0,24,False
JIRA-0896,Task,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-06-02 06:52:59+00:00,2025-06-03 12:52:59+00:00,30.0,72,True
JIRA-0898,Task,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-09-03 05:34:56+00:00,2025-09-09 09:34:56+00:00,100.0,120,True
JIRA-0899,Story,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-02-07 01:21:57+00:00,2025-02-12 06:21:57+00:00,77.0,120,True
JIRA-0901,Task,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-09-17 22:27:00+00:00,2025-09-18 10:27:00+00:00,12.0,24,True
JIRA-0902,Task,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-07-20 04:09:09+00:00,2025-07-24 20:09:09+00:00,92.0,120,True
JIRA-0903,Story,Done,High,u005,Adyna,adyna@fasttrack.com,2025-06-04 12:50:52+00:00,2025-06-05 10:50:52+00:00,22.0,24,True
JIRA-0904,Story,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-08-10 01:29:28+00:00,2025-08-14 19:29:28+00:00,91.0,120,True
JIRA-0905,Story,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-12-14 03:22:52+00:00,2025-12-15 23:22:52+00:00,23.0,120,True
JIRA-0906,Task,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-04-23 12:10:07+00:00,2025-04-24 21:10:07+00:00,33.0,72,True
JIRA-0907,Bug,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-11-11 09:30:37+00:00,2025-11-13 03:30:37+00:00,42.0,120,True
JIRA-0908,Story,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-09-04 03:02:18+00:00,2025-09-08 02:02:18+00:00,47.0,72,True
JIRA-0909,Task,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-11-04 03:49:17+00:00,2025-11-06 01:49:17+00:00,46.0,72,True
JIRA-0910,Bug,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-12-16 17:59:20+00:00,2025-12-22 02:59:20+00:00,81.0,120,True
JIRA-0912,Bug,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-06-13 13:20:13+00:00,2025-06-16 07:20:13+00:00,18.0,120,True
JIRA-0914,Story,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-03-06 15:54:53+00:00,2025-03-06 22:54:53+00:00,7.0,24,True
JIRA-0916,Bug,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-12-11 05:06:32+00:00,2025-12-12 05:06:32+00:00,24.0,24,True
JIRA-0917,Task,Resolved,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-01-23 04:36:27+00:00,2025-01-24 12:36:27+00:00,32.0,120,True
JIRA-0918,Bug,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-07-31 14:10:22+00:00,2025-08-04 00:10:22+00:00,34.0,72,True
JIRA-0919,Story,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-12-21 14:35:10+00:00,2025-12-27 05:35:10+00:00,96.0,120,True
JIRA-0920,Bug,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-09-27 15:41:10+00:00,2025-10-03 18:41:10+00:00,114.0,120,True
JIRA-0921,Bug,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-10-12 02:41:43+00:00,2025-10-12 19:41:43+00:00,0.0,24,True
JIRA-0923,Bug,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2026-01-18 02:16:14+00:00,2026-01-21 03:16:14+00:00,51.0,72,True
JIRA-0924,Task,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-06-29 14:10:02+00:00,2025-06-30 02:10:02+00:00,2.0,72,True
JIRA-0925,Bug,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-12-06 12:15:11+00:00,2025-12-07 04:15:11+00:00,0.0,24,True
JIRA-0926,Task,Resolved,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-10-30 16:58:05+00:00,2025-11-04 16:58:05+00:00,72.0,120,True
JIRA-0927,Story,Done,High,u005,Adyna,adyna@fasttrack.com,2025-07-06 01:45:21+00:00,2025-07-06 21:45:21+00:00,0.0,24,True
JIRA-0928,Bug,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-07-28 19:12:20+00:00,2025-08-03 04:12:20+00:00,101.0,120,True
JIRA-0930,Bug,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2026-01-18 03:28:13+00:00,2026-01-19 15:28:13+00:00,15.0,72,True
JIRA-0932,Bug,Done,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-12-07 12:40:42+00:00,2025-12-08 01:40:42+00:00,1.0,72,True
JIRA-0934,Story,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2026-01-23 02:46:12+00:00,2026-01-25 13:46:12+00:00,22.0,72,True
JIRA-0935,Task,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-04-24 11:16:28+00:00,2025-04-24 16:16:28+00:00,5.0,24,True
JIRA-0936,Task,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-05-22 01:20:20+00:00,2025-05-22 11:20:20+00:00,10.0,24,True
JIRA-0938,Story,Resolved,High,u004,Francinne,francinne@fasttrack.com,2025-01-27 00:40:37+00:00,2025-01-27 10:40:37+00:00,10.0,24,True
JIRA-0939,Story,Done,High,u004,Francinne,francinne@fasttrack.com,2025-06-11 21:44:10+00:00,2025-06-12 16:44:10+00:00,19.0,24,True
JIRA-0940,Story,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-05-04 04:43:53+00:00,2025-05-08 00:43:53+00:00,72.0,72,True
JIRA-0941,Bug,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-07-16 18:05:30+00:00,2025-07-22 21:05:30+00:00,99.0,120,True
JIRA-0942,Story,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-06-19 03:52:01+00:00,2025-06-20 05:52:01+00:00,5.0,72,True
JIRA-0943,Bug,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-05-10 23:49:23+00:00,2025-05-12 22:49:23+00:00,22.0,72,True
JIRA-0944,Story,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-01-07 22:27:52+00:00,2025-01-08 15:27:52+00:00,17.0,72,True
JIRA-0945,Bug,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-05-01 09:15:33+00:00,2025-05-03 20:15:33+00:00,24.0,72,True
JIRA-0946,Bug,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-09-20 20:38:42+00:00,2025-09-22 00:38:42+00:00,0.0,24,True
JIRA-0947,Bug,Resolved,Medium,u004,Francinne,francinne@fasttrack.com,2025-03-25 09:55:32+00:00,2025-03-26 13:55:32+00:00,28.0,72,True
JIRA-0948,Bug,Resolved,Medium,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-09-27 18:28:18+00:00,2025-09-30 14:28:18+00:00,38.0,72,True
JIRA-0949,Task,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-04-15 15:35:23+00:00,2025-04-19 07:35:23+00:00,57.0,120,True
JIRA-0950,Story,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-08-17 21:52:41+00:00,2025-08-24 02:52:41+00:00,120.0,120,True
JIRA-0951,Task,Done,High,u004,Francinne,francinne@fasttrack.com,2025-09-09 09:50:55+00:00,2025-09-10 12:50:55+00:00,27.0,24,False
JIRA-0952,Bug,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-05-05 13:01:04+00:00,2025-05-07 06:01:04+00:00,41.0,120,True
JIRA-0953,Task,Done,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-07-24 13:11:10+00:00,2025-07-27 22:11:10+00:00,35.0,72,True
JIRA-0954,Bug,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-28 23:44:08+00:00,2026-01-29 15:44:08+00:00,16.0,24,True
JIRA-0955,Story,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-07-05 11:18:14+00:00,2025-07-09 21:18:14+00:00,48.0,120,True
JIRA-0956,Story,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-05-28 11:25:23+00:00,2025-06-04 01:25:23+00:00,110.0,120,True
JIRA-0957,Bug,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-09-08 13:42:02+00:00,2025-09-09 06:42:02+00:00,17.0,24,True
JIRA-0958,Bug,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-02-21 19:00:08+00:00,2025-02-22 00:00:08+00:00,5.0,24,True
JIRA-0959,Bug,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2026-01-12 23:57:28+00:00,2026-01-13 09:57:28+00:00,10.0,24,True
JIRA-0960,Story,Resolved,Low,u005,Adyna,adyna@fasttrack.com,2025-10-29 20:00:25+00:00,2025-11-05 01:00:25+00:00,101.0,120,True
JIRA-0961,Story,Done,Low,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-02-08 03:01:20+00:00,2025-02-13 00:01:20+00:00,72.0,120,True
JIRA-0963,Story,Resolved,Medium,u005,Adyna,adyna@fasttrack.com,2025-02-17 03:32:00+00:00,2025-02-19 13:32:00+00:00,58.0,72,True
JIRA-0964,Story,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-02-15 06:47:28+00:00,2025-02-19 00:47:28+00:00,48.0,72,True
JIRA-0965,Story,Resolved,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2025-08-25 01:11:29+00:00,2025-08-25 07:11:29+00:00,6.0,24,True
JIRA-0968,Story,Done,High,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-11-19 11:36:06+00:00,2025-11-20 14:36:06+00:00,13.0,24,True
JIRA-0969,Bug,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-12-23 07:10:17+00:00,2025-12-28 20:10:17+00:00,65.0,120,True
JIRA-0970,Story,Done,High,u002,Gionni Lucio,gionni.lucio@fasttrack.com,2026-01-28 00:09:19+00:00,2026-01-28 14:09:19+00:00,14.0,24,True
JIRA-0971,Task,Done,Low,u005,Adyna,adyna@fasttrack.com,2025-10-01 15:47:48+00:00,2025-10-05 23:47:48+00:00,57.0,120,True
JIRA-0972,Bug,Done,Medium,u005,Adyna,adyna@fasttrack.com,2025-12-01 10:44:36+00:00,2025-12-03 15:44:36+00:00,53.0,72,True
JIRA-0973,Task,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-10-19 07:40:56+00:00,2025-10-23 00:40:56+00:00,72.0,120,True
JIRA-0974,Story,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-01-01 03:38:48+00:00,2025-01-01 19:38:48+00:00,0.0,72,True
JIRA-0975,Bug,Done,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-08-23 10:44:10+00:00,2025-08-23 14:44:10+00:00,0.0,24,True
JIRA-0976,Story,Resolved,High,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-01-17 20:32:34+00:00,2025-01-19 00:32:34+00:00,4.0,24,True
JIRA-0977,Task,Done,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-05-01 04:05:33+00:00,2025-05-03 04:05:33+00:00,24.0,120,True
JIRA-0979,Task,Done,High,u005,Adyna,adyna@fasttrack.com,2025-08-22 06:02:35+00:00,2025-08-22 12:02:35+00:00,6.0,24,True
JIRA-0980,Bug,Resolved,Low,u004,Francinne,francinne@fasttrack.com,2025-03-01 23:08:29+00:00,2025-03-06 10:08:29+00:00,34.0,120,True
JIRA-0981,Bug,Resolved,Medium,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-03-16 01:42:53+00:00,2025-03-19 17:42:53+00:00,65.0,72,True
JIRA-0982,Task,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-10-24 08:32:06+00:00,2025-10-26 04:32:06+00:00,16.0,120,True
JIRA-0983,Bug,Resolved,Medium,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-12-04 08:01:14+00:00,2025-12-07 01:01:14+00:00,40.0,72,True
JIRA-0984,Task,Resolved,Low,u001,Matheus Malta,matheus.malta@fasttrack.com,2025-01-09 21:09:08+00:00,2025-01-14 22:09:08+00:00,73.0,120,True
JIRA-0986,Story,Done,Low,u004,Francinne,francinne@fasttrack.com,2025-02-09 05:45:27+00:00,2025-02-14 09:45:27+00:00,105.0,120,True
JIRA-0987,Task,Done,Low,u003,Guilherme Francisco,guilherme@fasttrack.com,2025-06-22 11:58:34+00:00,2025-06-28 01:58:34+00:00,120.0,120,True
JIRA-0990,Story,Done,Medium,u004,Francinne,francinne@fasttrack.com,2025-04-12 06:22:09+00:00,2025-04-13 11:22:09+00:00,0.0,72,True
